#    t(1)      varx(2)      vary(3)      varz(3)
0.2375 nan nan nan
0.238 nan nan nan
0.2385 nan nan nan
0.239 nan nan nan
0.2395 nan nan nan
0.24 nan nan nan
0.2405 nan nan nan
0.241 nan nan nan
0.2415 nan nan nan
0.242 nan nan nan
0.2425 nan nan nan
0.243 nan nan nan
0.2435 nan nan nan
0.244 nan nan nan
0.2445 nan nan nan
0.245 nan nan nan
0.2455 nan nan nan
0.246 nan nan nan
0.2465 nan nan nan
0.247 nan nan nan
0.2475 nan nan nan
0.248 nan nan nan
0.2485 nan nan nan
0.249 nan nan nan
0.2495 nan nan nan
0.25 nan nan nan
0.2505 nan nan nan
0.251 nan nan nan
0.2515 nan nan nan
0.252 nan nan nan
0.2525 nan nan nan
0.253 nan nan nan
0.2535 nan nan nan
0.254 nan nan nan
0.2545 nan nan nan
0.255 nan nan nan
0.2555 nan nan nan
0.256 nan nan nan
0.2565 nan nan nan
0.257 nan nan nan
0.2575 nan nan nan
0.258 nan nan nan
0.2585 nan nan nan
0.259 nan nan nan
0.2595 nan nan nan
0.26 nan nan nan
0.2605 nan nan nan
0.261 nan nan nan
0.2615 nan nan nan
0.262 nan nan nan
0.2625 nan nan nan
0.263 nan nan nan
0.2635 nan nan nan
0.264 nan nan nan
0.2645 nan nan nan
0.265 nan nan nan
0.2655 nan nan nan
0.266 nan nan nan
0.2665 nan nan nan
0.267 nan nan nan
0.2675 nan nan nan
0.268 nan nan nan
0.2685 nan nan nan
0.269 nan nan nan
0.2695 nan nan nan
0.27 nan nan nan
0.2705 nan nan nan
0.271 nan nan nan
0.2715 nan nan nan
0.272 nan nan nan
0.2725 nan nan nan
0.273 nan nan nan
0.2735 nan nan nan
0.274 nan nan nan
0.2745 nan nan nan
0.275 nan nan nan
0.2755 nan nan nan
0.276 nan nan nan
0.2765 nan nan nan
0.277 nan nan nan
0.2775 nan nan nan
0.278 nan nan nan
0.2785 nan nan nan
0.279 nan nan nan
0.2795 nan nan nan
0.28 nan nan nan
0.2805 nan nan nan
0.281 nan nan nan
0.2815 nan nan nan
0.282 nan nan nan
0.2825 nan nan nan
0.283 nan nan nan
0.2835 nan nan nan
0.284 nan nan nan
0.2845 nan nan nan
0.285 nan nan nan
0.2855 nan nan nan
0.286 nan nan nan
0.2865 nan nan nan
0.287 nan nan nan
0.2875 nan nan nan
0.288 nan nan nan
0.2885 nan nan nan
0.289 nan nan nan
0.2895 nan nan nan
0.29 nan nan nan
0.2905 nan nan nan
0.291 nan nan nan
0.2915 nan nan nan
0.292 nan nan nan
0.2925 nan nan nan
0.293 nan nan nan
0.2935 nan nan nan
0.294 nan nan nan
0.2945 nan nan nan
0.295 nan nan nan
0.2955 nan nan nan
0.296 nan nan nan
0.2965 nan nan nan
0.297 nan nan nan
0.2975 nan nan nan
0.298 nan nan nan
0.2985 nan nan nan
0.299 nan nan nan
0.2995 nan nan nan
0.3 nan nan nan
0.3005 nan nan nan
0.301 nan nan nan
0.3015 nan nan nan
0.302 nan nan nan
0.3025 nan nan nan
0.303 nan nan nan
0.3035 nan nan nan
0.304 nan nan nan
0.3045 nan nan nan
0.305 nan nan nan
0.3055 nan nan nan
0.306 nan nan nan
0.3065 nan nan nan
0.307 nan nan nan
0.3075 nan nan nan
0.308 nan nan nan
0.3085 nan nan nan
0.309 nan nan nan
0.3095 nan nan nan
0.31 nan nan nan
0.3105 nan nan nan
0.311 nan nan nan
0.3115 nan nan nan
0.312 nan nan nan
0.3125 nan nan nan
0.313 nan nan nan
0.3135 nan nan nan
0.314 nan nan nan
0.3145 nan nan nan
0.315 nan nan nan
0.3155 nan nan nan
0.316 nan nan nan
0.3165 nan nan nan
0.317 nan nan nan
0.3175 nan nan nan
0.318 nan nan nan
0.3185 nan nan nan
0.319 nan nan nan
0.3195 nan nan nan
0.32 nan nan nan
0.3205 nan nan nan
0.321 nan nan nan
0.3215 nan nan nan
0.322 nan nan nan
0.3225 nan nan nan
0.323 nan nan nan
0.3235 nan nan nan
0.324 nan nan nan
0.3245 nan nan nan
0.325 nan nan nan
0.3255 nan nan nan
0.326 nan nan nan
0.3265 nan nan nan
0.327 nan nan nan
0.3275 nan nan nan
0.328 nan nan nan
0.3285 nan nan nan
0.329 nan nan nan
0.3295 nan nan nan
0.33 nan nan nan
0.3305 nan nan nan
0.331 nan nan nan
0.3315 nan nan nan
0.332 nan nan nan
0.3325 nan nan nan
0.333 nan nan nan
0.3335 nan nan nan
0.334 nan nan nan
0.3345 nan nan nan
0.335 nan nan nan
0.3355 nan nan nan
0.336 nan nan nan
0.3365 nan nan nan
0.337 nan nan nan
0.3375 nan nan nan
0.338 nan nan nan
0.3385 nan nan nan
0.339 nan nan nan
0.3395 nan nan nan
0.34 nan nan nan
0.3405 nan nan nan
0.341 nan nan nan
0.3415 nan nan nan
0.342 nan nan nan
0.3425 nan nan nan
0.343 nan nan nan
0.3435 nan nan nan
0.344 nan nan nan
0.3445 nan nan nan
0.345 nan nan nan
0.3455 nan nan nan
0.346 nan nan nan
0.3465 nan nan nan
0.347 nan nan nan
0.3475 nan nan nan
0.348 nan nan nan
0.3485 nan nan nan
0.349 nan nan nan
0.3495 nan nan nan
0.35 nan nan nan
0.3505 nan nan nan
0.351 nan nan nan
0.3515 nan nan nan
0.352 nan nan nan
0.3525 nan nan nan
0.353 nan nan nan
0.3535 nan nan nan
0.354 nan nan nan
0.3545 nan nan nan
0.355 nan nan nan
0.3555 nan nan nan
0.356 nan nan nan
0.3565 nan nan nan
0.357 nan nan nan
0.3575 nan nan nan
0.358 nan nan nan
0.3585 nan nan nan
0.359 nan nan nan
0.3595 nan nan nan
0.36 nan nan nan
0.3605 nan nan nan
0.361 nan nan nan
0.3615 nan nan nan
0.362 nan nan nan
0.3625 nan nan nan
0.363 nan nan nan
0.3635 nan nan nan
0.364 nan nan nan
0.3645 nan nan nan
0.365 nan nan nan
0.3655 nan nan nan
0.366 nan nan nan
0.3665 nan nan nan
0.367 nan nan nan
0.3675 nan nan nan
0.368 nan nan nan
0.3685 nan nan nan
0.369 nan nan nan
0.3695 nan nan nan
0.37 nan nan nan
0.3705 nan nan nan
0.371 nan nan nan
0.3715 nan nan nan
0.372 nan nan nan
0.3725 nan nan nan
0.373 nan nan nan
0.3735 nan nan nan
0.374 nan nan nan
0.3745 nan nan nan
0.375 nan nan nan
0.3755 nan nan nan
0.376 nan nan nan
0.3765 nan nan nan
0.377 nan nan nan
0.3775 nan nan nan
0.378 nan nan nan
0.3785 nan nan nan
0.379 nan nan nan
0.3795 nan nan nan
0.38 nan nan nan
0.3805 nan nan nan
0.381 nan nan nan
0.3815 nan nan nan
0.382 nan nan nan
0.3825 nan nan nan
0.383 nan nan nan
0.3835 nan nan nan
0.384 nan nan nan
0.3845 nan nan nan
0.385 nan nan nan
0.3855 nan nan nan
0.386 nan nan nan
0.3865 nan nan nan
0.387 nan nan nan
0.3875 nan nan nan
0.388 nan nan nan
0.3885 nan nan nan
0.389 nan nan nan
0.3895 nan nan nan
0.39 nan nan nan
0.3905 nan nan nan
0.391 nan nan nan
0.3915 nan nan nan
0.392 nan nan nan
0.3925 nan nan nan
0.393 nan nan nan
0.3935 nan nan nan
0.394 nan nan nan
0.3945 nan nan nan
0.395 nan nan nan
0.3955 nan nan nan
0.396 nan nan nan
0.3965 nan nan nan
0.397 nan nan nan
0.3975 nan nan nan
0.398 nan nan nan
0.3985 nan nan nan
0.399 nan nan nan
0.3995 nan nan nan
0.4 nan nan nan
0.4005 nan nan nan
0.401 nan nan nan
0.4015 nan nan nan
0.402 nan nan nan
0.4025 nan nan nan
0.403 nan nan nan
0.4035 nan nan nan
0.404 nan nan nan
0.4045 nan nan nan
0.405 nan nan nan
0.4055 nan nan nan
0.406 nan nan nan
0.4065 nan nan nan
0.407 nan nan nan
0.4075 nan nan nan
0.408 nan nan nan
0.4085 nan nan nan
0.409 nan nan nan
0.4095 nan nan nan
0.41 nan nan nan
0.4105 nan nan nan
0.411 nan nan nan
0.4115 nan nan nan
0.412 nan nan nan
0.4125 nan nan nan
0.413 nan nan nan
0.4135 nan nan nan
0.414 nan nan nan
0.4145 nan nan nan
0.415 nan nan nan
0.4155 nan nan nan
0.416 nan nan nan
0.4165 nan nan nan
0.417 nan nan nan
0.4175 nan nan nan
0.418 nan nan nan
0.4185 nan nan nan
0.419 nan nan nan
0.4195 nan nan nan
0.42 nan nan nan
0.4205 nan nan nan
0.421 nan nan nan
0.4215 nan nan nan
0.422 nan nan nan
0.4225 nan nan nan
0.423 nan nan nan
0.4235 nan nan nan
0.424 nan nan nan
0.4245 nan nan nan
0.425 nan nan nan
0.4255 nan nan nan
0.426 nan nan nan
0.4265 nan nan nan
0.427 nan nan nan
0.4275 nan nan nan
0.428 nan nan nan
0.4285 nan nan nan
0.429 nan nan nan
0.4295 nan nan nan
0.43 nan nan nan
0.4305 nan nan nan
0.431 nan nan nan
0.4315 nan nan nan
0.432 nan nan nan
0.4325 nan nan nan
0.433 nan nan nan
0.4335 nan nan nan
0.434 nan nan nan
0.4345 nan nan nan
0.435 nan nan nan
0.4355 nan nan nan
0.436 nan nan nan
0.4365 nan nan nan
0.437 nan nan nan
0.4375 nan nan nan
0.438 nan nan nan
0.4385 nan nan nan
0.439 nan nan nan
0.4395 nan nan nan
0.44 nan nan nan
0.4405 nan nan nan
0.441 nan nan nan
0.4415 nan nan nan
0.442 nan nan nan
0.4425 nan nan nan
0.443 nan nan nan
0.4435 nan nan nan
0.444 nan nan nan
0.4445 nan nan nan
0.445 nan nan nan
0.4455 nan nan nan
0.446 nan nan nan
0.4465 nan nan nan
0.447 nan nan nan
0.4475 nan nan nan
0.448 nan nan nan
0.4485 nan nan nan
0.449 nan nan nan
0.4495 nan nan nan
0.45 nan nan nan
0.4505 nan nan nan
0.451 nan nan nan
0.4515 nan nan nan
0.452 nan nan nan
0.4525 nan nan nan
0.453 nan nan nan
0.4535 nan nan nan
0.454 nan nan nan
0.4545 nan nan nan
0.455 nan nan nan
0.4555 nan nan nan
0.456 nan nan nan
0.4565 nan nan nan
0.457 nan nan nan
0.4575 nan nan nan
0.458 nan nan nan
0.4585 nan nan nan
0.459 nan nan nan
0.4595 nan nan nan
0.46 nan nan nan
0.4605 nan nan nan
0.461 nan nan nan
0.4615 nan nan nan
0.462 nan nan nan
0.4625 nan nan nan
0.463 nan nan nan
0.4635 nan nan nan
0.464 nan nan nan
0.4645 nan nan nan
0.465 nan nan nan
0.4655 nan nan nan
0.466 nan nan nan
0.4665 nan nan nan
0.467 nan nan nan
0.4675 nan nan nan
0.468 nan nan nan
0.4685 nan nan nan
0.469 nan nan nan
0.4695 nan nan nan
0.47 nan nan nan
0.4705 nan nan nan
0.471 nan nan nan
0.4715 nan nan nan
0.472 nan nan nan
0.4725 nan nan nan
0.473 nan nan nan
0.4735 nan nan nan
0.474 nan nan nan
0.4745 nan nan nan
0.475 nan nan nan
0.4755 nan nan nan
0.476 nan nan nan
0.4765 nan nan nan
0.477 nan nan nan
0.4775 nan nan nan
0.478 nan nan nan
0.4785 nan nan nan
0.479 nan nan nan
0.4795 nan nan nan
0.48 nan nan nan
0.4805 nan nan nan
0.481 nan nan nan
0.4815 nan nan nan
0.482 nan nan nan
0.4825 nan nan nan
0.483 nan nan nan
0.4835 nan nan nan
0.484 nan nan nan
0.4845 nan nan nan
0.485 nan nan nan
0.4855 nan nan nan
0.486 nan nan nan
0.4865 nan nan nan
0.487 nan nan nan
0.4875 nan nan nan
0.488 nan nan nan
0.4885 nan nan nan
0.489 nan nan nan
0.4895 nan nan nan
0.49 nan nan nan
0.4905 nan nan nan
0.491 nan nan nan
0.4915 nan nan nan
0.492 nan nan nan
0.4925 nan nan nan
0.493 nan nan nan
0.4935 nan nan nan
0.494 nan nan nan
0.4945 nan nan nan
0.495 nan nan nan
0.4955 nan nan nan
0.496 nan nan nan
0.4965 nan nan nan
0.497 nan nan nan
0.4975 nan nan nan
0.498 nan nan nan
0.4985 nan nan nan
0.499 nan nan nan
0.4995 nan nan nan
